"Cell_ID_Myeloid","Cell_ID_Tumor","Distance","Cell_type"
"M_13","T_35",1046.44274162441,"H+"
"M_14","T_35",700.221305932457,"H+"
"M_15","T_35",611.564531468288,"H+"
"M_16","T_35",529.502307707575,"H+"
"M_17","T_35",1141.90177334443,"H+"
"M_18","T_35",428.202752563377,"H+"
"M_19","T_35",1246.04137986357,"H+"
"M_20","T_35",949.364295685747,"H+"
"M_21","T_35",1088.9736255311,"H+"
"M_22","T_35",1312.68168267455,"H-"
"M_23","T_35",257.361627123974,"H+"
"M_24","T_35",649.628266415977,"H+"
"M_25","T_35",195.16077709922,"H+"
"M_26","T_35",345.745270926387,"H+"
"M_27","T_35",843.791121019445,"H+"
"M_28","T_35",629.927376022795,"H+"
"M_29","T_35",1306.92150603102,"H-"
"M_30","T_35",1171.05573851185,"H-"
"M_31","T_35",193.612630661146,"H+"
"M_32","T_35",438.246428190437,"H+"
"M_33","T_35",115.235908154675,"H+"
"M_34","T_35",897.638393968982,"H+"
"M_35","T_35",1518.49279788123,"H+"
"M_36","T_35",260.770399960056,"H+"
"M_37","T_35",277.275882671707,"H+"
"M_38","T_35",38.6760023007939,"H+"
"M_39","T_35",563.151829274798,"H-"
"M_40","T_35",1132.20049524474,"H-"
"M_41","T_35",266.04597620189,"H-"
"M_42","T_35",312.390902516797,"H+"
"M_43","T_35",1128.91461936768,"H+"
"M_44","T_35",828.100797533921,"H+"
"M_45","T_35",1492.18077225474,"H+"
"M_46","T_35",211.922147762711,"H+"
"M_47","T_35",727.040974816258,"H+"
"M_48","T_35",966.082757374268,"H+"
"M_49","T_35",1262.40460199788,"H+"
"M_50","T_35",691.466877201844,"H+"
"M_51","T_35",1052.20584526576,"H+"
"M_52","T_35",1351.68490105312,"H+"
"M_53","T_35",465.094708490992,"H+"
"M_54","T_35",379.407118946556,"H+"
"M_55","T_35",884.27012554005,"H+"
"M_56","T_35",318.792309963693,"H+"
"M_57","T_35",1476.57982120174,"H+"
"M_58","T_35",1073.55455829749,"H-"
"M_59","T_35",741.915202271094,"H-"
"M_60","T_35",857.899902935228,"H-"
"M_61","T_35",428.908452201106,"H+"
"M_62","T_35",878.266813202492,"H+"
"M_63","T_35",551.579831498332,"H+"
"M_64","T_35",640.710725644232,"H+"
"M_65","T_35",1151.69894023773,"H+"
"M_66","T_35",622.247628138074,"H+"
"M_67","T_35",1010.22610167818,"H+"
"M_68","T_35",714.256293430327,"H+"
"M_69","T_35",504.245245290363,"H+"
"M_70","T_35",632.967582327811,"H-"
"M_71","T_35",758.910620774457,"H+"
"M_72","T_35",833.839249455635,"H+"
"M_73","T_35",1280.12600476297,"H-"
"M_74","T_35",991.352542457903,"H+"
"M_75","T_35",666.827402143872,"H+"
"M_76","T_35",561.743680955887,"H+"
"M_77","T_35",1615.1581158816,"H+"
"M_78","T_35",967.503900530238,"H-"
"M_79","T_35",1116.11453303279,"H+"
"M_80","T_35",640.669199671953,"H+"
"M_81","T_35",1166.78602281551,"H+"
"M_82","T_35",754.536171292283,"H+"
"M_83","T_35",931.391174894751,"H+"
"M_84","T_35",1542.82390125883,"H+"
"M_85","T_35",1111.32305453138,"H+"
"M_86","T_35",791.822864596334,"H+"
"M_87","T_35",906.729170847773,"H+"
"M_88","T_35",1331.58834294852,"H+"
"M_89","T_35",1554.92392292513,"H-"
"M_90","T_35",1142.5688707783,"H+"
"M_91","T_35",1690.58267524299,"H+"
"M_92","T_35",998.750538887909,"H+"
"M_93","T_35",1331.74908788368,"H-"
"M_94","T_35",1565.79602331407,"H+"
"M_95","T_35",1071.7742181791,"H+"
"M_96","T_35",937.527271213653,"H+"
"M_97","T_35",1023.48539415557,"H+"
"M_98","T_35",1785.2825313743,"H+"
"M_99","T_35",1384.40804432748,"H+"
"M_100","T_35",998.354326803426,"H+"
"M_101","T_35",1383.01632863452,"H+"
"M_102","T_35",1021.21976872257,"H+"
"M_103","T_35",1667.33526115831,"H+"
"M_104","T_35",1323.13420731342,"H+"
"M_105","T_35",1637.06975307891,"H+"
"M_106","T_35",1310.80846508905,"H+"
"M_107","T_35",1274.07156974365,"H+"
"M_108","T_35",1606.61645610741,"H+"
"M_109","T_35",1699.30601871453,"H+"
"M_110","T_35",1616.97906942569,"H+"
"M_111","T_35",1329.44964861295,"H+"
"M_112","T_35",1368.88034029101,"H+"
"M_113","T_35",1398.80357277587,"H+"
"M_114","T_35",1500.09684582599,"H-"
"M_115","T_35",1893.22827815198,"H+"
"M_116","T_35",1343.97569543428,"H+"
"M_1","T_36",1166.51170383566,"H+"
"M_2","T_36",1575.1023464406,"H-"
"M_3","T_36",1217.39913407564,"H-"
"M_4","T_36",773.388013066369,"H+"
"M_5","T_36",1297.57971480668,"H+"
"M_6","T_36",1037.30115949331,"H+"
"M_7","T_36",1585.37995981086,"H-"
"M_8","T_36",652.730840329733,"H+"
"M_9","T_36",1014.11897506502,"H+"
"M_10","T_36",1271.68355920704,"H-"
"M_11","T_36",612.167227327609,"H+"
"M_12","T_36",558.570251148285,"H+"
"M_13","T_36",1150.71992681984,"H+"
"M_14","T_36",789.033479898636,"H+"
"M_15","T_36",556.258529543402,"H+"
"M_16","T_36",616.421565114752,"H+"
"M_17","T_36",1046.36747077832,"H+"
"M_18","T_36",408.184732017071,"H+"
"M_19","T_36",1355.65692157552,"H+"
"M_20","T_36",851.942126487539,"H+"
"M_21","T_36",1198.51463439184,"H+"
"M_22","T_36",1423.00051570652,"H-"
"M_23","T_36",279.564282909044,"H+"
"M_24","T_36",553.802229139638,"H+"
"M_25","T_36",258.634313605343,"H+"
"M_26","T_36",267.480168566816,"H+"
"M_27","T_36",954.279492719272,"H+"
"M_28","T_36",740.226704889711,"H+"
"M_29","T_36",1417.29092226321,"H-"
"M_30","T_36",1281.42952479655,"H-"
"M_31","T_36",108.928889498013,"H+"
"M_32","T_36",548.782746860751,"H+"
"M_33","T_36",66.542261403443,"H+"
"M_34","T_36",1007.43902402633,"H+"
"M_35","T_36",1628.12473825317,"H+"
"M_36","T_36",150.706575812723,"H+"
"M_37","T_36",386.074887701293,"H+"
"M_38","T_36",105.302031572391,"H+"
"M_39","T_36",671.613124219232,"H-"
"M_40","T_36",1241.25051955043,"H-"
"M_41","T_36",159.139048830459,"H-"
"M_42","T_36",413.506247401783,"H+"
"M_43","T_36",1235.1563580236,"H+"
"M_44","T_36",934.691082906469,"H+"
"M_45","T_36",1599.82163238078,"H+"
"M_46","T_36",159.041168837682,"H+"
"M_47","T_36",828.928203995893,"H+"
"M_48","T_36",1069.93379035768,"H+"
"M_49","T_36",1366.63624520929,"H+"
"M_50","T_36",584.723676743859,"H+"
"M_51","T_36",1154.2812239152,"H+"
"M_52","T_36",1456.68117250779,"H+"
"M_53","T_36",372.214675562424,"H+"
"M_54","T_36",311.220284100905,"H+"
"M_55","T_36",775.587835392403,"H+"
"M_56","T_36",293.727114098665,"H+"
"M_57","T_36",1580.92325465326,"H+"
"M_58","T_36",964.734974665106,"H-"
"M_59","T_36",835.727411408101,"H-"
"M_60","T_36",752.676871542655,"H-"
"M_61","T_36",485.606869099692,"H+"
"M_62","T_36",971.790263971943,"H+"
"M_63","T_36",625.413694577086,"H+"
"M_64","T_36",721.170824059639,"H+"
"M_65","T_36",1249.09698096574,"H+"
"M_66","T_36",536.537566080348,"H+"
"M_67","T_36",1103.95566320318,"H+"
"M_68","T_36",787.585544159038,"H+"
"M_69","T_36",526.285892227043,"H+"
"M_70","T_36",689.89464421292,"H-"
"M_71","T_36",671.050569620479,"H+"
"M_72","T_36",915.220588046054,"H+"
"M_73","T_36",1374.90151318401,"H-"
"M_74","T_36",1076.62081702255,"H+"
"M_75","T_36",602.257824876156,"H+"
"M_76","T_36",557.583582063602,"H+"
"M_77","T_36",1711.76342206141,"H+"
"M_78","T_36",872.106967997227,"H-"
"M_79","T_36",1200.60621342384,"H+"
"M_80","T_36",650.340282462377,"H+"
"M_81","T_36",1069.26306166589,"H+"
"M_82","T_36",779.751010992322,"H+"
"M_83","T_36",853.999015434678,"H+"
"M_84","T_36",1633.63181958705,"H+"
"M_85","T_36",1019.57890545508,"H+"
"M_86","T_36",745.273262512316,"H+"
"M_87","T_36",958.25482946574,"H+"
"M_88","T_36",1412.4541899819,"H+"
"M_89","T_36",1642.12292063797,"H-"
"M_90","T_36",1212.7861564318,"H+"
"M_91","T_36",1780.66432997646,"H+"
"M_92","T_36",933.18860225116,"H+"
"M_93","T_36",1239.72274043156,"H-"
"M_94","T_36",1648.17914636807,"H+"
"M_95","T_36",1118.6319622253,"H+"
"M_96","T_36",919.649716694881,"H+"
"M_97","T_36",1052.25507678718,"H+"
"M_98","T_36",1870.61957879378,"H+"
"M_99","T_36",1297.00109630476,"H+"
"M_100","T_36",1000.96577372062,"H+"
"M_101","T_36",1450.51932188718,"H+"
"M_102","T_36",986.596605402566,"H+"
"M_103","T_36",1747.35844533001,"H+"
"M_104","T_36",1380.72927510084,"H+"
"M_105","T_36",1706.88383741815,"H+"
"M_106","T_36",1352.10050491246,"H+"
"M_107","T_36",1303.1467579079,"H+"
"M_108","T_36",1523.94746652862,"H+"
"M_109","T_36",1763.79696186924,"H+"
"M_110","T_36",1672.32331502152,"H+"
"M_111","T_36",1332.77976806663,"H+"
"M_112","T_36",1388.02598817359,"H+"
"M_113","T_36",1424.35513638152,"H+"
"M_114","T_36",1541.76424115238,"H-"
"M_115","T_36",1962.0983094927,"H+"
"M_116","T_36",1340.72767020329,"H+"
"M_1","T_37",2021.99423215076,"H+"
"M_2","T_37",2491.41082370786,"H-"
"M_3","T_37",2103.50815349592,"H-"
"M_4","T_37",1121.22376353051,"H+"
"M_5","T_37",2198.64164644318,"H+"
"M_6","T_37",1891.16341644341,"H+"
"M_7","T_37",2525.88099903416,"H-"
"M_8","T_37",1198.01112969517,"H+"
"M_9","T_37",1912.13037407088,"H+"
"M_10","T_37",2200.24982247347,"H-"
"M_11","T_37",1362.63879497027,"H+"
"M_12","T_37",1233.37620784748,"H+"
"M_13","T_37",2091.26903259801,"H+"
"M_14","T_37",1670.64324545704,"H+"
"M_15","T_37",842.671499039535,"H+"
"M_16","T_37",1509.36064176412,"H+"
"M_17","T_37",444.761103076946,"H+"
"M_18","T_37",1007.75234514514,"H+"
"M_19","T_37",2330.61023870394,"H+"
"M_20","T_37",395.695962541534,"H+"
"M_21","T_37",2173.79326864637,"H+"
"M_22","T_37",2405.29347571702,"H-"
"M_23","T_37",1103.22471840692,"H+"
"M_24","T_37",550.039142987896,"H+"
"M_25","T_37",1172.19106058118,"H+"
"M_26","T_37",828.820430618916,"H+"
"M_27","T_37",1940.58664714145,"H+"
"M_28","T_37",1725.06002324144,"H+"
"M_29","T_37",2407.71834053354,"H-"
"M_30","T_37",2271.87195401154,"H-"
"M_31","T_37",924.559280429199,"H+"
"M_32","T_37",1538.41075132712,"H+"
"M_33","T_37",1001.34596940038,"H+"
"M_34","T_37",1998.98049039835,"H+"
"M_35","T_37",2619.65886272026,"H+"
"M_36","T_37",840.850239879075,"H+"
"M_37","T_37",1377.46605229021,"H+"
"M_38","T_37",1094.10971153317,"H+"
"M_39","T_37",1662.40985736416,"H-"
"M_40","T_37",2232.34486526527,"H-"
"M_41","T_37",851.151136713233,"H-"
"M_42","T_37",1396.54672725542,"H+"
"M_43","T_37",2220.45198053741,"H+"
"M_44","T_37",1921.81417750358,"H+"
"M_45","T_37",2587.98081458011,"H+"
"M_46","T_37",989.143939679612,"H+"
"M_47","T_37",1805.79328963746,"H+"
"M_48","T_37",2049.58139473593,"H+"
"M_49","T_37",2345.59929417581,"H+"
"M_50","T_37",508.371269923739,"H+"
"M_51","T_37",2128.00361962673,"H+"
"M_52","T_37",2437.63133232225,"H+"
"M_53","T_37",767.864328685957,"H+"
"M_54","T_37",911.699961981661,"H+"
"M_55","T_37",348.358194786904,"H+"
"M_56","T_37",1053.16226012437,"H+"
"M_57","T_37",2559.25997585224,"H+"
"M_58","T_37",296.681323252299,"H-"
"M_59","T_37",1790.2312987322,"H-"
"M_60","T_37",453.376957152563,"H-"
"M_61","T_37",1370.97941117634,"H+"
"M_62","T_37",1921.27595387845,"H+"
"M_63","T_37",1535.53298052965,"H+"
"M_64","T_37",1641.82221023498,"H+"
"M_65","T_37",2205.9372038847,"H+"
"M_66","T_37",760.942790005265,"H+"
"M_67","T_37",2050.63815300586,"H+"
"M_68","T_37",1680.0563136411,"H+"
"M_69","T_37",1298.86536156432,"H+"
"M_70","T_37",1539.18395243453,"H-"
"M_71","T_37",723.030207073955,"H+"
"M_72","T_37",1825.8902243033,"H+"
"M_73","T_37",2319.79832649716,"H-"
"M_74","T_37",1993.36168178221,"H+"
"M_75","T_37",918.131776020054,"H+"
"M_76","T_37",1220.53401754015,"H+"
"M_77","T_37",2659.26485528437,"H+"
"M_78","T_37",629.349414952265,"H-"
"M_79","T_37",2109.32955714394,"H+"
"M_80","T_37",1331.85881630212,"H+"
"M_81","T_37",643.292947514911,"H+"
"M_82","T_37",1488.74987103864,"H+"
"M_83","T_37",858.478727715496,"H+"
"M_84","T_37",2557.16726970693,"H+"
"M_85","T_37",725.753593081364,"H+"
"M_86","T_37",1081.78363598127,"H+"
"M_87","T_37",1748.1868297078,"H+"
"M_88","T_37",2297.67698441487,"H+"
"M_89","T_37",2549.21037626611,"H-"
"M_90","T_37",2060.49985735529,"H+"
"M_91","T_37",2698.19527644378,"H+"
"M_92","T_37",1006.68010328101,"H+"
"M_93","T_37",827.498379543833,"H-"
"M_94","T_37",2532.61896817997,"H+"
"M_95","T_37",1867.0949535948,"H+"
"M_96","T_37",1361.17442564579,"H+"
"M_97","T_37",1721.01511586035,"H+"
"M_98","T_37",2763.7475007769,"H+"
"M_99","T_37",935.54557444444,"H+"
"M_100","T_37",1539.61887192022,"H+"
"M_101","T_37",2271.2098936397,"H+"
"M_102","T_37",1290.52810961474,"H+"
"M_103","T_37",2617.43528516641,"H+"
"M_104","T_37",2156.73393425427,"H+"
"M_105","T_37",2526.63020970802,"H+"
"M_106","T_37",2045.52199397024,"H+"
"M_107","T_37",1934.94612759234,"H+"
"M_108","T_37",1161.10581655297,"H+"
"M_109","T_37",2552.76489288555,"H+"
"M_110","T_37",2416.27430392507,"H+"
"M_111","T_37",1803.78832750978,"H+"
"M_112","T_37",1949.73762467299,"H+"
"M_113","T_37",2019.8261662392,"H+"
"M_114","T_37",2218.7035061041,"H-"
"M_115","T_37",2766.69900831889,"H+"
"M_116","T_37",1766.58772014971,"H+"
"M_1","T_38",1628.97844390079,"H+"
"M_2","T_38",2080.64192373776,"H-"
"M_3","T_38",1700.95414989047,"H-"
"M_4","T_38",860.004034232684,"H+"
"M_5","T_38",1791.69369683527,"H+"
"M_6","T_38",1496.95843108237,"H+"
"M_7","T_38",2106.40197915021,"H-"
"M_8","T_38",871.787587169885,"H+"
"M_9","T_38",1503.82527115356,"H+"
"M_10","T_38",1783.79703407486,"H-"
"M_11","T_38",984.714118298428,"H+"
"M_12","T_38",868.819524105465,"H+"
"M_13","T_38",1670.19239268506,"H+"
"M_14","T_38",1264.30476694922,"H+"
"M_15","T_38",548.322709396175,"H+"
"M_16","T_38",1096.83076462179,"H+"
"M_17","T_38",602.759099522292,"H+"
"M_18","T_38",636.938692696866,"H+"
"M_19","T_38",1898.02503537882,"H+"
"M_20","T_38",417.404710716978,"H+"
"M_21","T_38",1740.88154326835,"H+"
"M_22","T_38",1969.94287188218,"H-"
"M_23","T_38",689.584405252616,"H+"
"M_24","T_38",259.628406277009,"H+"
"M_25","T_38",745.854575853924,"H+"
"M_26","T_38",419.357252090016,"H+"
"M_27","T_38",1503.35802951566,"H+"
"M_28","T_38",1288.17366260135,"H+"
"M_29","T_38",1968.81159934134,"H-"
"M_30","T_38",1832.94522418511,"H-"
"M_31","T_38",490.184738098041,"H+"
"M_32","T_38",1099.68052002243,"H+"
"M_33","T_38",564.70118003903,"H+"
"M_34","T_38",1559.26493774434,"H+"
"M_35","T_38",2179.81726139985,"H+"
"M_36","T_38",401.231477840281,"H+"
"M_37","T_38",937.593611088187,"H+"
"M_38","T_38",654.153230959652,"H+"
"M_39","T_38",1222.45030539202,"H-"
"M_40","T_38",1792.38794278409,"H-"
"M_41","T_38",412.59354133223,"H-"
"M_42","T_38",957.234646647557,"H+"
"M_43","T_38",1781.40444212744,"H+"
"M_44","T_38",1482.30676011427,"H+"
"M_45","T_38",2148.42399856016,"H+"
"M_46","T_38",556.318217118501,"H+"
"M_47","T_38",1368.1929588769,"H+"
"M_48","T_38",1611.67549872683,"H+"
"M_49","T_38",1908.10068605713,"H+"
"M_50","T_38",218.354574928519,"H+"
"M_51","T_38",1691.59110231163,"H+"
"M_52","T_38",1999.69524221098,"H+"
"M_53","T_38",375.635508524131,"H+"
"M_54","T_38",506.382922193293,"H+"
"M_55","T_38",293.844074820246,"H+"
"M_56","T_38",637.343212061681,"H+"
"M_57","T_38",2122.06619983374,"H+"
"M_58","T_38",461.168348822176,"H-"
"M_59","T_38",1357.60348471629,"H-"
"M_60","T_38",340.056859088179,"H-"
"M_61","T_38",948.60776349065,"H+"
"M_62","T_38",1490.43091685158,"H+"
"M_63","T_38",1110.96981869193,"H+"
"M_64","T_38",1216.13102629868,"H+"
"M_65","T_38",1774.07054103467,"H+"
"M_66","T_38",445.000254270285,"H+"
"M_67","T_38",1621.03348938923,"H+"
"M_68","T_38",1261.72125141192,"H+"
"M_69","T_38",898.93034464845,"H+"
"M_70","T_38",1129.18015570072,"H-"
"M_71","T_38",486.721295657463,"H+"
"M_72","T_38",1404.47226159597,"H+"
"M_73","T_38",1891.57964950969,"H-"
"M_74","T_38",1571.60637165872,"H+"
"M_75","T_38",612.298458389605,"H+"
"M_76","T_38",843.647134887575,"H+"
"M_77","T_38",2231.09289846955,"H+"
"M_78","T_38",550.189409300599,"H-"
"M_79","T_38",1690.60228585214,"H+"
"M_80","T_38",958.040295887201,"H+"
"M_81","T_38",693.134570819169,"H+"
"M_82","T_38",1115.39893592722,"H+"
"M_83","T_38",689.252871299992,"H+"
"M_84","T_38",2136.09060763739,"H+"
"M_85","T_38",704.237562257559,"H+"
"M_86","T_38",799.056274885717,"H+"
"M_87","T_38",1359.38150162455,"H+"
"M_88","T_38",1887.21406258416,"H+"
"M_89","T_38",2133.2487562451,"H-"
"M_90","T_38",1659.46277088731,"H+"
"M_91","T_38",2279.46795765465,"H+"
"M_92","T_38",829.82232631601,"H+"
"M_93","T_38",895.164658109562,"H-"
"M_94","T_38",2123.78937228862,"H+"
"M_95","T_38",1493.70206638289,"H+"
"M_96","T_38",1068.89258607997,"H+"
"M_97","T_38",1369.24335511734,"H+"
"M_98","T_38",2353.15475126998,"H+"
"M_99","T_38",984.545021006173,"H+"
"M_100","T_38",1224.09504714126,"H+"
"M_101","T_38",1880.96282085401,"H+"
"M_102","T_38",1045.75995449616,"H+"
"M_103","T_38",2213.72947031613,"H+"
"M_104","T_38",1779.65390464429,"H+"
"M_105","T_38",2139.04107768166,"H+"
"M_106","T_38",1694.11435771011,"H+"
"M_107","T_38",1602.13866001082,"H+"
"M_108","T_38",1229.30430469679,"H+"
"M_109","T_38",2175.85741157985,"H+"
"M_110","T_38",2053.44967001511,"H+"
"M_111","T_38",1525.07578478711,"H+"
"M_112","T_38",1642.3375142212,"H+"
"M_113","T_38",1702.13969665826,"H+"
"M_114","T_38",1876.33930826108,"H-"
"M_115","T_38",2386.10871611628,"H+"
"M_116","T_38",1503.63113282844,"H+"
"M_1","T_39",1863.4387345333,"H+"
"M_2","T_39",2327.17060581194,"H-"
"M_3","T_39",1941.80171235125,"H-"
"M_4","T_39",1002.07102421019,"H+"
"M_5","T_39",2035.52242975569,"H+"
"M_6","T_39",1732.02015208884,"H+"
"M_7","T_39",2358.64700544748,"H-"
"M_8","T_39",1058.34374194795,"H+"
"M_9","T_39",1748.29227304186,"H+"
"M_10","T_39",2033.89845846051,"H-"
"M_11","T_39",1207.48569259618,"H+"
"M_12","T_39",1081.78983913624,"H+"
"M_13","T_39",1923.3012871353,"H+"
"M_14","T_39",1507.15309879537,"H+"
"M_15","T_39",707.52133369017,"H+"
"M_16","T_39",1343.64316439541,"H+"
"M_17","T_39",464.657829628221,"H+"
"M_18","T_39",852.589904676563,"H+"
"M_19","T_39",2158.87258678897,"H+"
"M_20","T_39",341.209077661831,"H+"
"M_21","T_39",2001.92088287381,"H+"
"M_22","T_39",2232.64792761732,"H-"
"M_23","T_39",936.303468869442,"H+"
"M_24","T_39",403.22066774465,"H+"
"M_25","T_39",1001.80993303319,"H+"
"M_26","T_39",661.746226509624,"H+"
"M_27","T_39",1767.29359146765,"H+"
"M_28","T_39",1551.84964709167,"H+"
"M_29","T_39",2233.92385002395,"H-"
"M_30","T_39",2098.06834221667,"H-"
"M_31","T_39",751.73892157802,"H+"
"M_32","T_39",1364.63643961665,"H+"
"M_33","T_39",828.022442573249,"H+"
"M_34","T_39",1824.94542033777,"H+"
"M_35","T_39",2445.59476862782,"H+"
"M_36","T_39",666.811924292531,"H+"
"M_37","T_39",1203.39230617998,"H+"
"M_38","T_39",920.029111556919,"H+"
"M_39","T_39",1488.3309939975,"H-"
"M_40","T_39",2058.26392066446,"H-"
"M_41","T_39",677.499049357942,"H-"
"M_42","T_39",1222.73424457672,"H+"
"M_43","T_39",2046.76681946172,"H+"
"M_44","T_39",1747.94331155601,"H+"
"M_45","T_39",2414.09747004779,"H+"
"M_46","T_39",817.182244273012,"H+"
"M_47","T_39",1632.62229321668,"H+"
"M_48","T_39",1876.31857599992,"H+"
"M_49","T_39",2172.50531759883,"H+"
"M_50","T_39",359.597176750922,"H+"
"M_51","T_39",1955.29328783065,"H+"
"M_52","T_39",2264.37748981931,"H+"
"M_53","T_39",605.366021756812,"H+"
"M_54","T_39",747.094467185362,"H+"
"M_55","T_39",248.593485951129,"H+"
"M_56","T_39",886.22909615515,"H+"
"M_57","T_39",2386.29196085872,"H+"
"M_58","T_39",302.943202406882,"H-"
"M_59","T_39",1618.80116643082,"H-"
"M_60","T_39",352.831043378169,"H-"
"M_61","T_39",1202.68526087477,"H+"
"M_62","T_39",1750.50739523554,"H+"
"M_63","T_39",1366.69630684588,"H+"
"M_64","T_39",1472.69053359568,"H+"
"M_65","T_39",2034.87924966994,"H+"
"M_66","T_39",618.849446421409,"H+"
"M_67","T_39",1880.34662018736,"H+"
"M_68","T_39",1513.44112903035,"H+"
"M_69","T_39",1137.58848325346,"H+"
"M_70","T_39",1375.18041221208,"H-"
"M_71","T_39",603.792997895355,"H+"
"M_72","T_39",1658.34426997055,"H+"
"M_73","T_39",2150.07889311631,"H-"
"M_74","T_39",1825.80467105807,"H+"
"M_75","T_39",782.818540396243,"H+"
"M_76","T_39",1066.25784887704,"H+"
"M_77","T_39",2489.64097849983,"H+"
"M_78","T_39",560.534078316129,"H-"
"M_79","T_39",1942.90379718798,"H+"
"M_80","T_39",1179.13169211313,"H+"
"M_81","T_39",628.859822525313,"H+"
"M_82","T_39",1336.82367570081,"H+"
"M_83","T_39",767.321551802344,"H+"
"M_84","T_39",2390.10187527061,"H+"
"M_85","T_39",685.535885018707,"H+"
"M_86","T_39",956.724258079061,"H+"
"M_87","T_39",1591.73240359132,"H+"
"M_88","T_39",2134.3039834972,"H+"
"M_89","T_39",2383.99604547487,"H-"
"M_90","T_39",1900.26335218286,"H+"
"M_91","T_39",2532.03332556578,"H+"
"M_92","T_39",916.869072771791,"H+"
"M_93","T_39",828.642343490598,"H-"
"M_94","T_39",2369.97729479317,"H+"
"M_95","T_39",1716.22840770996,"H+"
"M_96","T_39",1236.00809174262,"H+"
"M_97","T_39",1577.27254538284,"H+"
"M_98","T_39",2600.58119164455,"H+"
"M_99","T_39",931.938175474743,"H+"
"M_100","T_39",1407.65403762401,"H+"
"M_101","T_39",2115.03293005877,"H+"
"M_102","T_39",1181.22809204341,"H+"
"M_103","T_39",2456.70025318047,"H+"
"M_104","T_39",2005.10190253868,"H+"
"M_105","T_39",2371.66871109374,"H+"
"M_106","T_39",1902.81571711722,"H+"
"M_107","T_39",1798.56445789044,"H+"
"M_108","T_39",1170.16503894833,"H+"
"M_109","T_39",2401.7035864122,"H+"
"M_110","T_39",2270.1491852832,"H+"
"M_111","T_39",1686.25625178109,"H+"
"M_112","T_39",1822.49345369397,"H+"
"M_113","T_39",1889.11740735252,"H+"
"M_114","T_39",2079.62316156083,"H-"
"M_115","T_39",2614.50018412547,"H+"
"M_116","T_39",1654.55440037331,"H+"
"M_1","T_40",1345.64143272817,"H+"
"M_2","T_40",1776.97490158271,"H-"
"M_3","T_40",1407.35789228336,"H-"
"M_4","T_40",760.465715205826,"H+"
"M_5","T_40",1493.12142853621,"H+"
"M_6","T_40",1214.13782121954,"H+"
"M_7","T_40",1794.8603116298,"H-"
"M_8","T_40",696.658067750365,"H+"
"M_9","T_40",1206.23631977704,"H+"
"M_10","T_40",1476.18391453615,"H-"
"M_11","T_40",735.540708291366,"H+"
"M_12","T_40",645.191021841739,"H+"
"M_13","T_40",1358.69157376802,"H+"
"M_14","T_40",971.881295747689,"H+"
"M_15","T_40",479.35151006706,"H+"
"M_16","T_40",800.08907711644,"H+"
"M_17","T_40",848.771395845509,"H+"
"M_18","T_40",434.146785422964,"H+"
"M_19","T_40",1575.66213432797,"H+"
"M_20","T_40",652.187344104,"H+"
"M_21","T_40",1418.43125208022,"H+"
"M_22","T_40",1645.40886789188,"H-"
"M_23","T_40",406.610992636159,"H+"
"M_24","T_40",366.306873602169,"H+"
"M_25","T_40",438.161875149384,"H+"
"M_26","T_40",198.796825630951,"H+"
"M_27","T_40",1177.73102617572,"H+"
"M_28","T_40",962.942976865308,"H+"
"M_29","T_40",1642.19863831295,"H-"
"M_30","T_40",1506.33176700538,"H-"
"M_31","T_40",176.252332833936,"H+"
"M_32","T_40",773.238403803715,"H+"
"M_33","T_40",242.550683120021,"H+"
"M_34","T_40",1232.61966807576,"H+"
"M_35","T_40",1853.27765531765,"H+"
"M_36","T_40",74.5303292551307,"H+"
"M_37","T_40",611.123342652279,"H+"
"M_38","T_40",328.251117333919,"H+"
"M_39","T_40",896.374874192954,"H-"
"M_40","T_40",1466.19474561501,"H-"
"M_41","T_40",106.042076378052,"H-"
"M_42","T_40",634.108693754324,"H+"
"M_43","T_40",1457.90439408703,"H+"
"M_44","T_40",1157.97180419128,"H+"
"M_45","T_40",1823.71241792167,"H+"
"M_46","T_40",261.775692286462,"H+"
"M_47","T_40",1047.9413609926,"H+"
"M_48","T_40",1290.44765756474,"H+"
"M_49","T_40",1587.21410079966,"H+"
"M_50","T_40",386.586113977444,"H+"
"M_51","T_40",1372.72848072755,"H+"
"M_52","T_40",1678.01912143217,"H+"
"M_53","T_40",259.539922465851,"H+"
"M_54","T_40",299.821283881445,"H+"
"M_55","T_40",564.759459021338,"H+"
"M_56","T_40",380.526553349172,"H+"
"M_57","T_40",1801.45674662643,"H+"
"M_58","T_40",752.068060633082,"H-"
"M_59","T_40",1045.81600388549,"H-"
"M_60","T_40",557.359468000777,"H-"
"M_61","T_40",659.614910417173,"H+"
"M_62","T_40",1180.6833870251,"H+"
"M_63","T_40",814.64445281044,"H+"
"M_64","T_40",916.477305049998,"H+"
"M_65","T_40",1461.72783713304,"H+"
"M_66","T_40",423.986813534062,"H+"
"M_67","T_40",1312.44725705621,"H+"
"M_68","T_40",972.541728880465,"H+"
"M_69","T_40",650.127936006345,"H+"
"M_70","T_40",855.101872685713,"H-"
"M_71","T_40",540.558302372936,"H+"
"M_72","T_40",1108.99691793237,"H+"
"M_73","T_40",1583.78801514431,"H-"
"M_74","T_40",1274.12950043515,"H+"
"M_75","T_40",544.959472843489,"H+"
"M_76","T_40",635.444563168581,"H+"
"M_77","T_40",1922.37221945446,"H+"
"M_78","T_40",709.227178611591,"H-"
