"Cell_ID_Myeloid","Cell_ID_T_Cell","Distance","Cell_type"
"M_41","T_25",229.737999499233,"H-"
"M_42","T_25",377.706449624241,"H+"
"M_43","T_25",1190.56637247653,"H+"
"M_44","T_25",889.66019761815,"H+"
"M_45","T_25",1552.33087766481,"H+"
"M_46","T_25",218.221395798108,"H+"
"M_47","T_25",791.451672421317,"H+"
"M_48","T_25",1029.42171589511,"H+"
"M_49","T_25",1325.39367644831,"H+"
"M_50","T_25",653.792977379238,"H+"
"M_51","T_25",1116.34496917062,"H+"
"M_52","T_25",1414.16671709436,"H+"
"M_53","T_25",444.795898504887,"H+"
"M_54","T_25",378.66493733957,"H+"
"M_55","T_25",842.34475189478,"H+"
"M_56","T_25",343.419341297983,"H+"
"M_57","T_25",1539.43532328972,"H+"
"M_58","T_25",1031.12228788818,"H-"
"M_59","T_25",808.115730161055,"H-"
"M_60","T_25",822.602965048851,"H-"
"M_61","T_25",489.517904243418,"H+"
"M_62","T_25",944.460629993868,"H+"
"M_63","T_25",616.531524683286,"H+"
"M_64","T_25",706.68040079385,"H+"
"M_65","T_25",1217.22847414482,"H+"
"M_66","T_25",608.628031832519,"H+"
"M_67","T_25",1076.37093469324,"H+"
"M_68","T_25",779.299313950526,"H+"
"M_69","T_25",553.031890391482,"H+"
"M_70","T_25",694.254623089187,"H-"
"M_71","T_25",743.440753186376,"H+"
"M_72","T_25",899.978725495718,"H+"
"M_73","T_25",1346.09337937718,"H-"
"M_74","T_25",1057.75896495009,"H+"
"M_75","T_25",669.709829539797,"H+"
"M_76","T_25",599.169282239892,"H+"
"M_77","T_25",1680.76972134103,"H+"
"M_78","T_25",944.604118889491,"H-"
"M_79","T_25",1182.50074317571,"H+"
"M_80","T_25",684.808273354305,"H+"
"M_81","T_25",1141.50029402515,"H+"
"M_82","T_25",805.480934125974,"H+"
"M_83","T_25",924.968977370744,"H+"
"M_84","T_25",1609.1630619355,"H+"
"M_85","T_25",1092.18812435101,"H+"
"M_86","T_25",806.855139452499,"H+"
"M_87","T_25",966.924910670277,"H+"
"M_88","T_25",1397.77420230124,"H+"
"M_89","T_25",1621.37540871008,"H-"
"M_90","T_25",1207.32383916182,"H+"
"M_91","T_25",1756.9562117123,"H+"
"M_92","T_25",1001.37363113643,"H+"
"M_93","T_25",1312.33037900552,"H-"
"M_94","T_25",1632.10608361855,"H+"
"M_95","T_25",1130.75473711256,"H+"
"M_96","T_25",969.178053105688,"H+"
"M_97","T_25",1076.25049423814,"H+"
"M_98","T_25",1851.71896670782,"H+"
"M_99","T_25",1369.46196324957,"H+"
"M_100","T_25",1040.15684116843,"H+"
"M_101","T_25",1447.35568065216,"H+"
"M_102","T_25",1043.78532025002,"H+"
"M_103","T_25",1733.48335403,"H+"
"M_104","T_25",1385.26072784799,"H+"
"M_105","T_25",1701.8866007113,"H+"
"M_106","T_25",1368.21982966458,"H+"
"M_107","T_25",1327.20028326303,"H+"
"M_108","T_25",1595.96303407134,"H+"
"M_109","T_25",1763.12873942887,"H+"
"M_110","T_25",1678.64701258587,"H+"
"M_111","T_25",1371.95860474413,"H+"
"M_112","T_25",1418.22981907304,"H+"
"M_113","T_25",1450.69672052251,"H+"
"M_114","T_25",1557.73685995452,"H-"
"M_115","T_25",1957.9235949511,"H+"
"M_116","T_25",1383.429608788,"H+"
"M_1","T_26",1254.02407113998,"H+"
"M_2","T_26",1674.11926302178,"H-"
"M_3","T_26",1310.3548421847,"H-"
"M_4","T_26",762.820011425593,"H+"
"M_5","T_26",1393.35827440223,"H+"
"M_6","T_26",1123.44557728972,"H+"
"M_7","T_26",1688.02420173152,"H-"
"M_8","T_26",668.865085082155,"H+"
"M_9","T_26",1107.89869481999,"H+"
"M_10","T_26",1371.81214034706,"H-"
"M_11","T_26",668.75874678732,"H+"
"M_12","T_26",595.243357093926,"H+"
"M_13","T_26",1252.4590135356,"H+"
"M_14","T_26",877.654687427379,"H+"
"M_15","T_26",511.760729081577,"H+"
"M_16","T_26",704.866939431607,"H+"
"M_17","T_26",950.820340466284,"H+"
"M_18","T_26",409.62567054556,"H+"
"M_19","T_26",1463.1067735348,"H+"
"M_20","T_26",755.014408096841,"H+"
"M_21","T_26",1305.90142738982,"H+"
"M_22","T_26",1531.48644427258,"H-"
"M_23","T_26",331.594788389494,"H+"
"M_24","T_26",460.733181726913,"H+"
"M_25","T_26",341.39394816235,"H+"
"M_26","T_26",211.895884999104,"H+"
"M_27","T_26",1063.15276916514,"H+"
"M_28","T_26",848.766964749032,"H+"
"M_29","T_26",1526.65443717247,"H-"
"M_30","T_26",1390.79156911541,"H-"
"M_31","T_26",95.9196260916366,"H+"
"M_32","T_26",658.002109752867,"H+"
"M_33","T_26",136.791491278284,"H+"
"M_34","T_26",1116.74256240109,"H+"
"M_35","T_26",1737.3565341403,"H+"
"M_36","T_26",41.8666198874382,"H+"
"M_37","T_26",495.182206131429,"H+"
"M_38","T_26",212.487499012576,"H+"
"M_39","T_26",780.452793286432,"H-"
"M_40","T_26",1350.25386330579,"H-"
"M_41","T_26",72.7885433878874,"H-"
"M_42","T_26",519.326957675308,"H+"
"M_43","T_26",1342.60099946188,"H+"
"M_44","T_26",1042.46362777061,"H+"
"M_45","T_26",1708.03650062167,"H+"
"M_46","T_26",179.913378045177,"H+"
"M_47","T_26",933.958044307817,"H+"
"M_48","T_26",1175.95303137988,"H+"
"M_49","T_26",1472.73674565871,"H+"
"M_50","T_26",483.781265327982,"H+"
"M_51","T_26",1259.06118753915,"H+"
"M_52","T_26",1563.25561492767,"H+"
"M_53","T_26",298.838408667657,"H+"
"M_54","T_26",280.296734188322,"H+"
"M_55","T_26",670.722219944068,"H+"
"M_56","T_26",315.748456880842,"H+"
"M_57","T_26",1687.01806631207,"H+"
"M_58","T_26",859.422901966017,"H-"
"M_59","T_26",935.408158853111,"H-"
"M_60","T_26",653.536625799653,"H-"
"M_61","T_26",563.076375580402,"H+"
"M_62","T_26",1070.88679468061,"H+"
"M_63","T_26",712.527414821916,"H+"
"M_64","T_26",812.080414850039,"H+"
"M_65","T_26",1350.4967228268,"H+"
"M_66","T_26",468.532922273742,"H+"
"M_67","T_26",1202.9108535789,"H+"
"M_68","T_26",872.751926285319,"H+"
"M_69","T_26",575.502094119988,"H+"
"M_70","T_26",763.585908834674,"H-"
"M_71","T_26",597.53368627424,"H+"
"M_72","T_26",1005.63135370793,"H+"
"M_73","T_26",1474.21524568165,"H-"
"M_74","T_26",1169.33991324739,"H+"
"M_75","T_26",560.197655926723,"H+"
"M_76","T_26",582.201207621228,"H+"
"M_77","T_26",1812.15097748416,"H+"
"M_78","T_26",786.503622604118,"H-"
"M_79","T_26",1292.37625218929,"H+"
"M_80","T_26",684.999283059162,"H+"
"M_81","T_26",979.940891085002,"H+"
"M_82","T_26",825.693546103138,"H+"
"M_83","T_26",791.728545098685,"H+"
"M_84","T_26",1729.59348171763,"H+"
"M_85","T_26",937.990600682985,"H+"
"M_86","T_26",720.847937238254,"H+"
"M_87","T_26",1024.63984563746,"H+"
"M_88","T_26",1500.84867237712,"H+"
"M_89","T_26",1735.21087153754,"H-"
"M_90","T_26",1293.13200132648,"H+"
"M_91","T_26",1875.89803524118,"H+"
"M_92","T_26",884.250499913174,"H+"
"M_93","T_26",1156.90173289012,"H-"
"M_94","T_26",1737.36698877403,"H+"
"M_95","T_26",1179.83945479992,"H+"
"M_96","T_26",922.603233736272,"H+"
"M_97","T_26",1098.05328653709,"H+"
"M_98","T_26",1961.92792423092,"H+"
"M_99","T_26",1219.68908648151,"H+"
"M_100","T_26",1023.02660132289,"H+"
"M_101","T_26",1527.80538333602,"H+"
"M_102","T_26",971.365137428678,"H+"
"M_103","T_26",1834.45570222279,"H+"
"M_104","T_26",1449.83170119793,"H+"
"M_105","T_26",1785.48985182671,"H+"
"M_106","T_26",1407.07379724116,"H+"
"M_107","T_26",1347.37941528652,"H+"
"M_108","T_26",1451.59391650474,"H+"
"M_109","T_26",1837.72217901704,"H+"
"M_110","T_26",1738.51098832951,"H+"
"M_111","T_26",1352.66049726682,"H+"
"M_112","T_26",1422.59252385159,"H+"
"M_113","T_26",1464.6794947429,"H+"
"M_114","T_26",1596.24034727467,"H-"
"M_115","T_26",2039.43010145111,"H+"
"M_116","T_26",1354.16327011735,"H+"
"M_1","T_27",2046.92758065571,"H+"
"M_2","T_27",2503.17324698277,"H-"
"M_3","T_27",2121.73355241904,"H-"
"M_4","T_27",1198.53417122508,"H+"
"M_5","T_27",2213.49522279483,"H+"
"M_6","T_27",1915.11268844885,"H+"
"M_7","T_27",2529.39205893086,"H-"
"M_8","T_27",1253.28331469664,"H+"
"M_9","T_27",1925.70442908717,"H+"
"M_10","T_27",2206.77249671179,"H-"
"M_11","T_27",1395.0615549482,"H+"
"M_12","T_27",1272.00624072297,"H+"
"M_13","T_27",2093.14870929034,"H+"
"M_14","T_27",1685.54979992072,"H+"
"M_15","T_27",903.740799790356,"H+"
"M_16","T_27",1519.11528285222,"H+"
"M_17","T_27",588.6457960386,"H+"
"M_18","T_27",1041.29789154073,"H+"
"M_19","T_27",2317.34823656785,"H+"
"M_20","T_27",511.237395345837,"H+"
"M_21","T_27",2160.1196248749,"H+"
"M_22","T_27",2386.72205380149,"H-"
"M_23","T_27",1111.44647230364,"H+"
"M_24","T_27",598.252825781252,"H+"
"M_25","T_27",1168.70552570766,"H+"
"M_26","T_27",838.78174909588,"H+"
"M_27","T_27",1918.18968243392,"H+"
"M_28","T_27",1704.00065269005,"H+"
"M_29","T_27",2378.88836115669,"H-"
"M_30","T_27",2243.16746458883,"H-"
"M_31","T_27",911.28539267299,"H+"
"M_32","T_27",1512.30255708735,"H+"
"M_33","T_27",983.546319802648,"H+"
"M_34","T_27",1966.1609895847,"H+"
"M_35","T_27",2584.30977370306,"H+"
"M_36","T_27",815.4494749977,"H+"
"M_37","T_27",1345.21972209508,"H+"
"M_38","T_27",1061.97009304827,"H+"
"M_39","T_27",1626.51745952833,"H-"
"M_40","T_27",2195.08743653505,"H-"
"M_41","T_27",813.184145417135,"H-"
"M_42","T_27",1355.09213575005,"H+"
"M_43","T_27",2174.28268799718,"H+"
"M_44","T_27",1878.99344465371,"H+"
"M_45","T_27",2543.85145127086,"H+"
"M_46","T_27",937.716913248923,"H+"
"M_47","T_27",1756.00849377296,"H+"
"M_48","T_27",1999.75231980206,"H+"
"M_49","T_27",2293.73415018049,"H+"
"M_50","T_27",423.227084200874,"H+"
"M_51","T_27",2074.0362624412,"H+"
"M_52","T_27",2386.82447911863,"H+"
"M_53","T_27",693.576913134021,"H+"
"M_54","T_27",838.88223342015,"H+"
"M_55","T_27",234.065149607355,"H+"
"M_56","T_27",983.866540271158,"H+"
"M_57","T_27",2506.06961425891,"H+"
"M_58","T_27",145.68589494798,"H-"
"M_59","T_27",1730.66888899837,"H-"
"M_60","T_27",329.374715581542,"H-"
"M_61","T_27",1302.51772436845,"H+"
"M_62","T_27",1858.48706516615,"H+"
"M_63","T_27",1467.69530988992,"H+"
"M_64","T_27",1574.3739686467,"H+"
"M_65","T_27",2143.50160523414,"H+"
"M_66","T_27",658.058525980162,"H+"
"M_67","T_27",1985.63459739279,"H+"
"M_68","T_27",1605.35059675023,"H+"
"M_69","T_27",1214.94854891806,"H+"
"M_70","T_27",1459.12845984788,"H-"
"M_71","T_27",601.21655533901,"H+"
"M_72","T_27",1753.02801508917,"H+"
"M_73","T_27",2252.08431418324,"H-"
"M_74","T_27",1919.95842618987,"H+"
"M_75","T_27",805.657340336691,"H+"
"M_76","T_27",1125.95683658948,"H+"
"M_77","T_27",2590.56173862007,"H+"
"M_78","T_27",484.894411708696,"H-"
"M_79","T_27",2032.64085369334,"H+"
"M_80","T_27",1234.27208239427,"H+"
"M_81","T_27",492.592378350639,"H+"
"M_82","T_27",1389.1229283535,"H+"
"M_83","T_27",719.194563022939,"H+"
"M_84","T_27",2481.0967241784,"H+"
"M_85","T_27",575.220081982213,"H+"
"M_86","T_27",959.099608811612,"H+"
"M_87","T_27",1653.71337900821,"H+"
"M_88","T_27",2213.63661058085,"H+"
"M_89","T_27",2468.63204435478,"H-"
"M_90","T_27",1971.12879007979,"H+"
"M_91","T_27",2619.59431076516,"H+"
"M_92","T_27",865.723540662398,"H+"
"M_93","T_27",679.415246670096,"H-"
"M_94","T_27",2446.62131814354,"H+"
"M_95","T_27",1764.48479053396,"H+"
"M_96","T_27",1236.65809301985,"H+"
"M_97","T_27",1610.78395940277,"H+"
"M_98","T_27",2678.40056839409,"H+"
"M_99","T_27",786.922111915479,"H+"
"M_100","T_27",1419.37277318512,"H+"
"M_101","T_27",2174.74073247127,"H+"
"M_102","T_27",1156.69194374004,"H+"
"M_103","T_27",2527.70596555898,"H+"
"M_104","T_27",2054.26270852254,"H+"
"M_105","T_27",2427.87078325254,"H+"
"M_106","T_27",1933.2197040029,"H+"
"M_107","T_27",1817.03075564794,"H+"
"M_108","T_27",1015.68419881458,"H+"
"M_109","T_27",2448.75203614339,"H+"
"M_110","T_27",2306.73881356237,"H+"
"M_111","T_27",1672.72539555898,"H+"
"M_112","T_27",1824.59803325681,"H+"
"M_113","T_27",1897.07508552868,"H+"
"M_114","T_27",2102.51847810801,"H-"
"M_115","T_27",2663.79557002289,"H+"
"M_116","T_27",1632.55777939481,"H+"
"M_1","T_28",1193.96166194708,"H+"
"M_2","T_28",1547.27171103666,"H-"
"M_3","T_28",1223.03152065198,"H-"
"M_4","T_28",982.062152163566,"H+"
"M_5","T_28",1289.49254943008,"H+"
"M_6","T_28",1072.92916705653,"H+"
"M_7","T_28",1537.20506282372,"H-"
"M_8","T_28",839.25971727626,"H+"
"M_9","T_28",1021.6379916109,"H+"
"M_10","T_28",1242.78256220456,"H-"
"M_11","T_28",741.644015767681,"H+"
"M_12","T_28",723.57044318478,"H+"
"M_13","T_28",1115.27467993144,"H+"
"M_14","T_28",825.521588756977,"H+"
"M_15","T_28",783.59329525557,"H+"
"M_16","T_28",664.310070813106,"H+"
"M_17","T_28",1257.1416488389,"H+"
"M_18","T_28",616.850438661287,"H+"
"M_19","T_28",1272.40499901157,"H+"
"M_20","T_28",1060.88981748245,"H+"
"M_21","T_28",1118.53698658687,"H+"
"M_22","T_28",1325.30789978592,"H-"
"M_23","T_28",449.462931748069,"H+"
"M_24","T_28",768.163036070457,"H+"
"M_25","T_28",376.934518108614,"H+"
"M_26","T_28",496.005649713028,"H+"
"M_27","T_28",857.967048333804,"H+"
"M_28","T_28",658.341749218869,"H+"
"M_29","T_28",1295.50678173284,"H-"
"M_30","T_28",1161.38294801756,"H-"
"M_31","T_28",337.775673032333,"H+"
"M_32","T_28",462.64426608312,"H+"
"M_33","T_28",279.016378200536,"H+"
"M_34","T_28",880.378689925803,"H+"
"M_35","T_28",1490.80713967755,"H+"
"M_36","T_28",345.70643085087,"H+"
"M_37","T_28",289.719505186446,"H+"
"M_38","T_28",157.216778751696,"H+"
"M_39","T_28",541.159001511507,"H-"
"M_40","T_28",1101.14424303498,"H-"
"M_41","T_28",308.503315606968,"H-"
"M_42","T_28",266.613013413416,"H+"
"M_43","T_28",1074.92826134286,"H+"
"M_44","T_28",781.429747375215,"H+"
"M_45","T_28",1444.74044645281,"H+"
"M_46","T_28",162.369304452589,"H+"
"M_47","T_28",656.674291824358,"H+"
"M_48","T_28",900.54306774184,"H+"
"M_49","T_28",1195.432284561,"H+"
"M_50","T_28",686.176334609303,"H+"
"M_51","T_28",976.929493412827,"H+"
"M_52","T_28",1288.09874432042,"H+"
"M_53","T_28",422.57771601462,"H+"
"M_54","T_28",292.679851319729,"H+"
"M_55","T_28",886.376568791486,"H+"
"M_56","T_28",172.113517181563,"H+"
"M_57","T_28",1408.60354312142,"H+"
"M_58","T_28",1072.82089300392,"H-"
"M_59","T_28",640.496743406359,"H-"
"M_60","T_28",837.803183558509,"H-"
"M_61","T_28",257.603376023073,"H+"
"M_62","T_28",773.787176430519,"H+"
"M_63","T_28",405.362291620464,"H+"
"M_64","T_28",506.361641708896,"H+"
"M_65","T_28",1056.99513156794,"H+"
"M_66","T_28",546.64461350403,"H+"
"M_67","T_28",904.907220978536,"H+"
"M_68","T_28",565.275434029054,"H+"
"M_69","T_28",311.945850020693,"H+"
"M_70","T_28",461.244253318801,"H-"
"M_71","T_28",681.713407327361,"H+"
"M_72","T_28",699.207507163025,"H+"
"M_73","T_28",1175.97596577148,"H-"
"M_74","T_28",864.011766361877,"H+"
"M_75","T_28",544.923580892488,"H+"
"M_76","T_28",375.779855282954,"H+"
"M_77","T_28",1515.19286344656,"H+"
"M_78","T_28",905.136002463443,"H-"
"M_79","T_28",986.306538866485,"H+"
"M_80","T_28",449.023723120607,"H+"
"M_81","T_28",1107.39814109047,"H+"
"M_82","T_28",563.109275799088,"H+"
"M_83","T_28",824.489058980007,"H+"
"M_84","T_28",1426.32861555758,"H+"
"M_85","T_28",1034.92379357176,"H+"
"M_86","T_28",638.768703526241,"H+"
"M_87","T_28",729.643306652569,"H+"
"M_88","T_28",1193.51672176769,"H+"
"M_89","T_28",1429.57892253922,"H-"
"M_90","T_28",986.979978529658,"H+"
"M_91","T_28",1571.80215319952,"H+"
"M_92","T_28",868.617702041001,"H+"
"M_93","T_28",1252.822582575,"H-"
"M_94","T_28",1430.13890717741,"H+"
"M_95","T_28",891.042092163971,"H+"
"M_96","T_28",755.551613653138,"H+"
"M_97","T_28",833.350645845859,"H+"
"M_98","T_28",1655.29174308349,"H+"
"M_99","T_28",1292.56239325781,"H+"
"M_100","T_28",807.324440981339,"H+"
"M_101","T_28",1223.32657975216,"H+"
"M_102","T_28",851.583244983016,"H+"
"M_103","T_28",1526.98081907489,"H+"
"M_104","T_28",1151.8806161925,"H+"
"M_105","T_28",1480.33335999686,"H+"
"M_106","T_28",1126.57539594569,"H+"
"M_107","T_28",1084.2631472212,"H+"
"M_108","T_28",1501.56409293227,"H+"
"M_109","T_28",1535.62167312783,"H+"
"M_110","T_28",1443.54353827221,"H+"
"M_111","T_28",1137.90947088448,"H+"
"M_112","T_28",1176.92459285438,"H+"
"M_113","T_28",1208.06635577803,"H+"
"M_114","T_28",1316.20531041553,"H-"
"M_115","T_28",1735.04726587307,"H+"
"M_116","T_28",1153.95597071265,"H+"
"M_1","T_29",984.758094795481,"H+"
"M_2","T_29",1195.03715576044,"H-"
"M_3","T_29",963.585465455884,"H-"
"M_4","T_29",1250.77117637053,"H+"
"M_5","T_29",994.543172035058,"H+"
"M_6","T_29",899.590939019622,"H+"
"M_7","T_29",1149.54220824879,"H-"
"M_8","T_29",1059.36689386096,"H+"
"M_9","T_29",795.670892008518,"H+"
"M_10","T_29",910.782244399428,"H-"
"M_11","T_29",850.586298003252,"H+"
"M_12","T_29",914.29325557734,"H+"
"M_13","T_29",784.204890836739,"H+"
"M_14","T_29",709.314650092627,"H+"
"M_15","T_29",1156.19242522217,"H+"
"M_16","T_29",630.488736499609,"H+"
"M_17","T_29",1721.83983750434,"H+"
"M_18","T_29",933.900204950093,"H+"
"M_19","T_29",840.700193001647,"H+"
"M_20","T_29",1529.38718010535,"H+"
"M_21","T_29",702.527314084571,"H+"
"M_22","T_29",869.985408169896,"H-"
"M_23","T_29",735.745194543173,"H+"
"M_24","T_29",1229.68441571183,"H+"
"M_25","T_29",627.169358912293,"H+"
"M_26","T_29",922.052176012818,"H+"
"M_27","T_29",441.691236470384,"H+"
"M_28","T_29",332.088754415031,"H+"
"M_29","T_29",811.950088739448,"H-"
"M_30","T_29",683.270479585248,"H-"
"M_31","T_29",773.663071724218,"H+"
"M_32","T_29",271.144203726494,"H+"
"M_33","T_29",694.607782770791,"H+"
"M_34","T_29",406.913442771306,"H+"
"M_35","T_29",991.982061952354,"H+"
"M_36","T_29",826.031178726739,"H+"
"M_37","T_29",321.069172551435,"H+"
"M_38","T_29",574.962918519762,"H+"
"M_39","T_29",151.9009076082,"H-"
"M_40","T_29",604.561025125511,"H-"
"M_41","T_29",805.08706509041,"H-"
"M_42","T_29",267.673878101525,"H+"
"M_43","T_29",568.717177359737,"H+"
"M_44","T_29",281.410529969213,"H+"
"M_45","T_29",938.819372667675,"H+"
"M_46","T_29",668.458320227009,"H+"
"M_47","T_29",150.612309149392,"H+"
"M_48","T_29",394.491571230548,"H+"
"M_49","T_29",690.491561724906,"H+"
"M_50","T_29",1190.8888010662,"H+"
"M_51","T_29",474.775769989791,"H+"
"M_52","T_29",782.4802071595,"H+"
"M_53","T_29",923.116082386009,"H+"
"M_54","T_29",783.427323957128,"H+"
"M_55","T_29",1391.14064731026,"H+"
"M_56","T_29",640.431521403008,"H+"
"M_57","T_29",904.406244248711,"H+"
"M_58","T_29",1576.08292764783,"H-"
"M_59","T_29",179.425991411788,"H-"
"M_60","T_29",1337.09433028315,"H-"
"M_61","T_29",357.735111501688,"H+"
"M_62","T_29",309.762644307066,"H+"
"M_63","T_29",245.304119611238,"H+"
"M_64","T_29",212.4177873928,"H+"
"M_65","T_29",572.458197900449,"H+"
"M_66","T_29",1024.3161445142,"H+"
"M_67","T_29",438.272052064257,"H+"
"M_68","T_29",302.571285049252,"H+"
"M_69","T_29",523.597594700888,"H+"
"M_70","T_29",376.641774008111,"H-"
"M_71","T_29",1150.72128616548,"H+"
"M_72","T_29",332.289416951782,"H+"
"M_73","T_29",703.887575676352,"H-"
"M_74","T_29",451.756761449101,"H+"
"M_75","T_29",972.808171380661,"H+"
"M_76","T_29",658.726429775603,"H+"
"M_77","T_29",1036.07892881719,"H+"
"M_78","T_29",1378.37934693574,"H-"
"M_79","T_29",573.675442232805,"H+"
"M_80","T_29",635.67018879673,"H+"
"M_81","T_29",1578.17543940781,"H+"
"M_82","T_29",620.663638386687,"H+"
"M_83","T_29",1251.23093079887,"H+"
"M_84","T_29",973.070834599049,"H+"
"M_85","T_29",1490.96503323113,"H+"
"M_86","T_29",991.514347109291,"H+"
"M_87","T_29",573.265710892929,"H+"
"M_88","T_29",796.280707856253,"H+"
"M_89","T_29",994.223398710673,"H-"
"M_90","T_29",666.100538359251,"H+"
"M_91","T_29",1121.66782314672,"H+"
"M_92","T_29",1251.85769606466,"H+"
"M_93","T_29",1700.07267440469,"H-"
"M_94","T_29",1019.91365731008,"H+"
"M_95","T_29",731.826289351637,"H+"
"M_96","T_29",969.198572953507,"H+"
"M_97","T_29",793.137617490878,"H+"
"M_98","T_29",1227.79230529293,"H+"
"M_99","T_29",1721.89106891,"H+"
"M_100","T_29",913.087720756315,"H+"
"M_101","T_29",903.889005203278,"H+"
"M_102","T_29",1119.22685413493,"H+"
"M_103","T_29",1127.95049861514,"H+"
"M_104","T_29",896.438652714705,"H+"
"M_105","T_29",1137.81914128082,"H+"
"M_106","T_29",970.170666574943,"H+"
"M_107","T_29",1002.58575426028,"H+"
"M_108","T_29",1904.44363017134,"H+"
"M_109","T_29",1220.97096149962,"H+"
"M_110","T_29",1183.63428547979,"H+"
"M_111","T_29",1187.73138154524,"H+"
"M_112","T_29",1139.27973320733,"H+"
"M_113","T_29",1132.33317542534,"H+"
"M_114","T_29",1141.22188692587,"H-"
"M_115","T_29",1391.65917546242,"H+"
"M_116","T_29",1235.1034593707,"H+"
"M_1","T_30",1573.5186755695,"H+"
"M_2","T_30",1984.98147993083,"H-"
"M_3","T_30",1627.39913319466,"H-"
"M_4","T_30",992.336649882159,"H+"
"M_5","T_30",1708.13357843909,"H+"
"M_6","T_30",1443.21522872866,"H+"
"M_7","T_30",1992.10148388544,"H-"
"M_8","T_30",943.357425140932,"H+"
"M_9","T_30",1424.31591738242,"H+"
"M_10","T_30",1681.0752801855,"H-"
"M_11","T_30",981.169748842066,"H+"
"M_12","T_30",894.147304543783,"H+"
"M_13","T_30",1558.9196313639,"H+"
"M_14","T_30",1196.64270764269,"H+"
"M_15","T_30",693.718494168535,"H+"
"M_16","T_30",1023.76876231954,"H+"
"M_17","T_30",894.083269393989,"H+"
"M_18","T_30",681.706990787617,"H+"
"M_19","T_30",1749.89308569735,"H+"
"M_20","T_30",705.953690444849,"H+"
"M_21","T_30",1593.63180925474,"H+"
"M_22","T_30",1810.0418290953,"H-"
"M_23","T_30",647.233443300676,"H+"
"M_24","T_30",485.803432329967,"H+"
"M_25","T_30",660.902055039153,"H+"
"M_26","T_30",442.600497272846,"H+"
"M_27","T_30",1340.07019111889,"H+"
"M_28","T_30",1131.25770328581,"H+"
"M_29","T_30",1788.24766008528,"H-"
"M_30","T_30",1653.4238055558,"H-"
"M_31","T_30",409.479504724449,"H+"
"M_32","T_30",934.713295449622,"H+"
"M_33","T_30",455.258654618132,"H+"
"M_34","T_30",1373.25398956217,"H+"
"M_35","T_30",1985.93982711964,"H+"
"M_36","T_30",295.110376065132,"H+"
"M_37","T_30",761.37288148658,"H+"
"M_38","T_30",489.52784929672,"H+"
"M_39","T_30",1032.89739182414,"H-"
"M_40","T_30",1596.24775464023,"H-"
"M_41","T_30",253.058522115443,"H-"
"M_42","T_30",758.176706415734,"H+"
"M_43","T_30",1568.57898735413,"H+"
"M_44","T_30",1276.567920087,"H+"
"M_45","T_30",1938.72609561763,"H+"
"M_46","T_30",337.485666985056,"H+"
"M_47","T_30",1149.20790698664,"H+"
"M_48","T_30",1392.37816456082,"H+"
"M_49","T_30",1685.11643765906,"H+"
"M_50","T_30",191.033872860865,"H+"
"M_51","T_30",1464.92504176938,"H+"
"M_52","T_30",1778.51437328624,"H+"
"M_53","T_30",87.7626279608455,"H+"
"M_54","T_30",231.098085627617,"H+"
"M_55","T_30",391.305550489728,"H+"
"M_56","T_30",374.44935913336,"H+"
"M_57","T_30",1896.88169566578,"H+"
"M_58","T_30",577.731795281656,"H-"
"M_59","T_30",1120.64518804265,"H-"
"M_60","T_30",347.892105658577,"H-"
"M_61","T_30",693.289909644082,"H+"
"M_62","T_30",1248.43342479754,"H+"
"M_63","T_30",858.426392957006,"H+"
"M_64","T_30",965.07011109515,"H+"
"M_65","T_30",1533.46912144679,"H+"
"M_66","T_30",188.283882326837,"H+"
"M_67","T_30",1375.93490543137,"H+"
"M_68","T_30",999.847612346752,"H+"
"M_69","T_30",619.961892633985,"H+"
"M_70","T_30",858.548923240993,"H-"
"M_71","T_30",292.375773234688,"H+"
"M_72","T_30",1146.36919589407,"H+"
"M_73","T_30",1643.23776618916,"H-"
"M_74","T_30",1313.73822095052,"H+"
"M_75","T_30",340.079598460201,"H+"
"M_76","T_30",554.30955584226,"H+"
"M_77","T_30",1982.20439397021,"H+"
"M_78","T_30",466.547593301733,"H-"
"M_79","T_30",1428.87054048545,"H+"
"M_80","T_30",668.467501968788,"H+"
"M_81","T_30",660.202658832601,"H+"
"M_82","T_30",826.222327792004,"H+"
"M_83","T_30",500.235557596304,"H+"
"M_84","T_30",1876.95869049257,"H+"
"M_85","T_30",619.363242270461,"H+"
"M_86","T_30",527.742959626295,"H+"
"M_87","T_30",1075.75797917356,"H+"
"M_88","T_30",1617.37296394959,"H+"
"M_89","T_30",1868.46709490748,"H-"
"M_90","T_30",1382.65425436636,"H+"
"M_91","T_30",2017.56966793337,"H+"
"M_92","T_30",616.877033775287,"H+"
"M_93","T_30",837.411020793465,"H-"
"M_94","T_30",1852.73514524109,"H+"
"M_95","T_30",1205.3768263013,"H+"
"M_96","T_30",787.005094614563,"H+"
"M_97","T_30",1077.75230844864,"H+"
"M_98","T_30",2083.58098097876,"H+"
"M_99","T_30",903.153887805955,"H+"
"M_100","T_30",935.27223397998,"H+"
"M_101","T_30",1598.79674787182,"H+"
"M_102","T_30",782.410386962877,"H+"
"M_103","T_30",1939.07686499624,"H+"
"M_104","T_30",1492.71897832816,"H+"
"M_105","T_30",1856.04877368313,"H+"
"M_106","T_30",1402.8248818223,"H+"
"M_107","T_30",1310.63747607067,"H+"
"M_108","T_30",1138.66579608896,"H+"
